phi,theta,elev,mv,dbm,cal
314.7755,84.4897,5.5103,881,-25.7273,3
314.1796,83.9886,6.0114,886,-25.9545,3
313.6855,84.1042,5.8958,891,-26.1818,3
312.7125,83.6998,6.3002,893,-26.2727,3
311.5983,83.7910,6.2090,892,-26.2273,3
310.6022,83.9928,6.0072,893,-26.2727,3
310.0376,84.4935,5.5065,885,-25.9091,3
308.8896,84.5213,5.4787,875,-25.4545,3
307.3983,84.6213,5.3787,874,-25.4091,3
307.0801,84.3774,5.6226,869,-25.1818,3
306.7809,84.3703,5.6297,864,-24.9545,3
305.8102,84.3612,5.6388,861,-24.8182,3
304.3514,84.3268,5.6732,858,-24.6818,3
303.1647,84.2511,5.7489,858,-24.6818,3
301.6416,84.1411,5.8589,861,-24.8182,3
300.7192,83.9525,6.0475,863,-24.9091,3
300.5124,83.6365,6.3635,868,-25.1364,3
301.2104,83.7324,6.2676,873,-25.3636,3
301.3335,83.3721,6.6279,873,-25.3636,3
300.3540,83.6618,6.3382,871,-25.2727,3
299.0315,84.0389,5.9611,872,-25.3182,3
297.9764,84.0941,5.9059,874,-25.4091,3
296.3348,83.9577,6.0423,876,-25.5000,3
294.6605,83.8283,6.1717,875,-25.4545,3
293.4207,83.9293,6.0707,873,-25.3636,3
291.9266,83.7987,6.2013,875,-25.4545,3
290.8158,83.8207,6.1793,877,-25.5455,3
290.0980,83.9190,6.0810,878,-25.5909,3
289.0549,83.7886,6.2114,879,-25.6364,3
287.5490,84.1426,5.8574,878,-25.5909,3
286.9563,84.1856,5.8144,881,-25.7273,3
286.0852,84.3559,5.6441,883,-25.8182,3
284.8205,84.5874,5.4126,887,-26.0000,3
284.1942,84.5837,5.4163,890,-26.1364,3
283.3858,84.3716,5.6284,893,-26.2727,3
282.8873,84.2624,5.7376,895,-26.3636,3
281.8865,83.8179,6.1821,898,-26.5000,3
281.1899,84.0981,5.9019,895,-26.3636,3
280.5657,84.5136,5.4864,893,-26.2727,3
279.8364,84.7486,5.2515,894,-26.3182,3
278.6549,84.8091,5.1909,894,-26.3182,3
278.0437,84.8904,5.1096,893,-26.2727,3
277.2707,84.8857,5.1143,893,-26.2727,3
276.5701,85.1312,4.8688,893,-26.2727,3
275.4133,84.7814,5.2186,894,-26.3182,3
274.7469,84.7235,5.2765,893,-26.2727,3
274.1878,84.4563,5.5437,895,-26.3636,3
272.9335,84.6717,5.3283,894,-26.3182,3
271.8316,84.5367,5.4633,898,-26.5000,3
270.8482,84.6034,5.3966,900,-26.5909,3
269.7899,84.8613,5.1387,900,-26.5909,3
268.1112,84.7153,5.2847,906,-26.8636,3
267.1776,85.0496,4.9504,911,-27.0909,3
266.7867,84.7656,5.2344,920,-27.5000,3
266.3851,84.6372,5.3628,923,-27.6364,3
265.6586,84.5298,5.4702,923,-27.6364,3
264.9259,83.8918,6.1082,923,-27.6364,3
264.2862,84.1410,5.8590,919,-27.4545,3
263.3027,84.4077,5.5923,918,-27.4091,3
262.4192,84.7528,5.2472,916,-27.3182,3
262.0220,84.5067,5.4933,918,-27.4091,3
261.7535,84.4939,5.5062,917,-27.3636,3
